country_code,survey_year,country_name,region_code,region_name,welfare_type,survey_acronym,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,gini,reporting_pop,reporting_pce,distribution_type,spl,survey_coverage,reporting_level,decile1,decile10,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9
ARG,1992,Argentina,LAC,Latin America & Caribbean,income,EPH,1,1992 - 1997,2.15,0.016737125255,0.010179479698,0.007893479838,0.454551668805,29386348,,micro,9.053758345783,urban,urban,0.016104108599,0.342839413491,0.030003207103,0.040702130136,0.05121605606,0.062101613959,0.076569020202,0.094130532589,0.120722536456,0.165611381407
ARG,1993,Argentina,LAC,Latin America & Caribbean,income,EPH,1,1992 - 1997,2.15,0.019766661717,0.01060928252,0.007867679453,0.448434193232,29859584,6139.43515672298,micro,9.228080688254,urban,urban,0.014933279709,0.331850835459,0.029657476042,0.040989360192,0.05218798285,0.064168021197,0.078970063125,0.096698499451,0.123451975214,0.167092506762
ARG,1994,Argentina,LAC,Latin America & Caribbean,income,EPH,1,1992 - 1997,2.15,0.019113265993,0.012563820475,0.010017256971,0.458984992718,30336257,6424.87141027683,micro,8.961193705333,urban,urban,0.015093777517,0.344337895946,0.028806119101,0.039567230225,0.050678384047,0.06313502436,0.077172138939,0.094989525385,0.121058715857,0.165161188624
ARG,1995,Argentina,LAC,Latin America & Caribbean,income,EPH,1,1992 - 1997,2.15,0.038554343889,0.020245123591,0.014646522841,0.488787408388,30809888,6063.19657045336,micro,8.370613019303,urban,urban,0.011498089503,0.369612714879,0.026301592457,0.036853010858,0.04733319459,0.059122319076,0.073580449644,0.09070547575,0.116851156005,0.168141997238
ARG,1996,Argentina,LAC,Latin America & Caribbean,income,EPH,1,1992 - 1997,2.15,0.042175671839,0.025194956691,0.019523964878,0.494914048035,31272164,6318.62332761053,micro,8.077318630392,urban,urban,0.010565498907,0.368620194507,0.024805279079,0.035550818566,0.046428795482,0.058318955846,0.073008427123,0.091962471532,0.119781571321,0.170957987638
ARG,1997,Argentina,LAC,Latin America & Caribbean,income,EPH,1,1992 - 1997,2.15,0.037657508073,0.02027641081,0.015028077576,0.490858614701,31720057,6803.80069334549,micro,8.567839758041,urban,urban,0.010990756074,0.363605040458,0.024661997171,0.035172054717,0.046868066038,0.059360109889,0.073082441931,0.092749415232,0.120743571303,0.172766547186
ARG,1998,Argentina,LAC,Latin America & Caribbean,income,EPH,2,1998 - 2002,2.15,0.039691887942,0.019467196435,0.013285318908,0.507132225206,32160222,6959.16995825289,micro,7.936433460046,urban,urban,0.010786583072,0.380455038054,0.02342663088,0.033657111901,0.04434315124,0.056366815804,0.070634368249,0.090512835755,0.119577264154,0.170240200891
ARG,1999,Argentina,LAC,Latin America & Caribbean,income,EPH,2,1998 - 2002,2.15,0.04187958437,0.022013949146,0.015805411803,0.497662957838,32603604,6741.99420777259,micro,7.88980217171,urban,urban,0.010880210892,0.370399317487,0.024181836366,0.034633230425,0.04521424362,0.057958230787,0.072896410229,0.091842825301,0.120955272547,0.171038422346
ARG,2000,Argentina,LAC,Latin America & Caribbean,income,EPH,2,1998 - 2002,2.15,0.049882613603,0.025471289854,0.017672998164,0.510386125623,33045629,6622.04746890035,micro,7.560154130754,urban,urban,0.009653649525,0.376901330664,0.022372677112,0.032488026616,0.04327121775,0.055972971412,0.071745769516,0.09109785064,0.12205536664,0.174441140125
ARG,2001,Argentina,LAC,Latin America & Caribbean,income,EPH,2,1998 - 2002,2.15,0.082347868249,0.042534498241,0.029814211781,0.532943099597,33480950,6173.61957818371,micro,6.870723930401,urban,urban,0.006847916188,0.394616642406,0.019289922877,0.030166195843,0.040727813114,0.053433011067,0.069155519343,0.089952166558,0.120603819122,0.175206993482
ARG,2002,Argentina,LAC,Latin America & Caribbean,income,EPH,2,1998 - 2002,2.15,0.124471545388,0.047350123406,0.026465446579,0.537604421252,33910889,5230.98707466048,micro,5.074312709442,urban,urban,0.008949684961,0.404973069227,0.018848289802,0.028988332577,0.040440896719,0.053276275896,0.068436154671,0.086830749184,0.116632656133,0.172623890831
ARG,2003,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.053636474127,0.019359304926,0.010617869236,0.509947160233,34330154,5600.19117402276,micro,6.936451331864,urban,urban,0.010673771006,0.377472197699,0.022175582802,0.032116877377,0.0435865751,0.05568130014,0.071183304913,0.092447790417,0.122526887222,0.172135713324
ARG,2004,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.038789884305,0.012646907235,0.006676349008,0.48483650559,34747780,6070.24060137833,micro,7.857741374522,urban,urban,0.011979954705,0.352991039431,0.023807918573,0.034664474016,0.046334369275,0.060004095389,0.075639199373,0.095640918777,0.12545935103,0.173478679431
ARG,2005,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.026837500489,0.00891236282,0.00471740219,0.478103869315,35175563,6451.96264700318,micro,8.591856067861,urban,urban,0.012543607977,0.349633696639,0.02491787185,0.035695435836,0.047581494595,0.060861181713,0.076405911428,0.096366934074,0.124524363839,0.171469502049
ARG,2006,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.021735890893,0.007930970659,0.004316654106,0.464445569392,35608120,7085.16602872579,micro,9.651952744809,urban,urban,0.012866046409,0.337972660275,0.026186127533,0.0374603043,0.049412295903,0.062910212159,0.078956386598,0.099322891928,0.125642522866,0.169270552028
ARG,2007,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.017975101322,0.006503314926,0.003770600477,0.462826777285,36034446,7669.27329593239,micro,9.9416594243,urban,urban,0.013919882055,0.337366310774,0.026676950017,0.037135092266,0.049283855226,0.062915868384,0.078841107176,0.099171417158,0.12522239212,0.169467124823
ARG,2008,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.016375881253,0.006083494393,0.003454184223,0.449868295686,36459843,8143.67376678509,micro,10.343257344064,urban,urban,0.014039242248,0.324663676772,0.02772296428,0.039417265728,0.051436489004,0.064606735749,0.080358271122,0.09996101877,0.127461149909,0.170333186418
ARG,2009,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.015534867224,0.005261335535,0.002872910243,0.437590003805,36897033,7626.36003840856,micro,10.976331026511,urban,urban,0.014450532922,0.313176928589,0.028518470991,0.04070162259,0.053151874607,0.066960929028,0.0826061006,0.101656903762,0.128110108283,0.170666528628
ARG,2010,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.007465409302,0.002880128262,0.001745349098,0.436765980546,37055902,8457.96700369092,micro,11.250206008387,urban,urban,0.015853131836,0.317617954737,0.029584896931,0.040883171976,0.05295587981,0.066422977988,0.082133792028,0.100527312595,0.125224088057,0.168796794043
ARG,2011,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.007113769615,0.002802583868,0.001688998735,0.427379566726,37543830,9144.32049404601,micro,11.917986523647,urban,urban,0.017040101077,0.310066737683,0.030643994838,0.041962826876,0.054124702352,0.067217190295,0.08286848471,0.101078006081,0.126373087194,0.168624868893
ARG,2012,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.006470466274,0.00287872987,0.001813961017,0.414373928311,38027774,9141.32692467183,micro,12.074565337837,urban,urban,0.017337350464,0.297592138722,0.032209788558,0.043596793097,0.055575225113,0.068838298301,0.084848435419,0.10352468628,0.128166163932,0.168311120114
ARG,2013,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.006666751344,0.002783581533,0.001790946258,0.410865078127,38509756,9368.5477700906,micro,12.192320902414,urban,urban,0.017711461107,0.294649634272,0.032231796382,0.043733724846,0.056054673733,0.069786958045,0.085556584423,0.104131786827,0.128466292568,0.167677087797
ARG,2014,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.006047794552,0.002647296139,0.001706085037,0.418225279896,38990109,8862.27025201094,micro,11.202642795607,urban,urban,0.018167349891,0.300740123335,0.032001898074,0.042966807721,0.054203209965,0.067959947533,0.083479697253,0.102742967135,0.128255094961,0.169482904132
ARG,2016,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.006968851857,0.002832644545,0.001789951951,0.423450476005,39940546,8922.06360269184,micro,11.590506048933,urban,urban,0.01740374357,0.307031536229,0.031273707756,0.042649902783,0.054474075541,0.06771483427,0.083050289596,0.101206478776,0.127032709332,0.168162722147
ARG,2017,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.00603796313,0.002312384585,0.001492270486,0.414348367311,40410674,9197.19895562786,micro,12.148084203009,urban,urban,0.017548829366,0.29952752588,0.032566029584,0.043959554379,0.05571684154,0.068951729247,0.084142392622,0.102492566487,0.1272816779,0.167812852997
ARG,2018,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.010443242816,0.003775659874,0.002085721067,0.417190074089,40877099,8899.789527597,micro,11.12099386817,urban,urban,0.017158117492,0.301482969597,0.031782060611,0.043693624217,0.055548844993,0.068642453331,0.084405870561,0.102365252026,0.127631695913,0.167289111259
ARG,2019,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.011097424233,0.004005465787,0.002306397213,0.433141764144,41339571,8271.92477105359,micro,10.609783143065,urban,urban,0.016200998819,0.313447403243,0.029992045558,0.041478657253,0.053145785918,0.066536463162,0.082255235443,0.100869065478,0.126989079294,0.169085265833
ARG,2020,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.011731251516,0.003668785252,0.002168788331,0.427437579198,41796990,7194.98371026465,micro,9.458471297705,urban,urban,0.017138727235,0.306290378062,0.03025249598,0.041502014538,0.052909625926,0.066882054823,0.082771019088,0.103158416871,0.128358674407,0.17073659307
ARG,2021,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.008942179246,0.004110785995,0.002517836729,0.424455905717,42248949,7865.00251137543,micro,10.098111934201,urban,urban,0.017948363269,0.312477606631,0.032305547577,0.043177225466,0.054526548199,0.066748728155,0.082031811597,0.100454491561,0.124943815716,0.16538586183
ARG,2022,Argentina,LAC,Latin America & Caribbean,income,EPHC-S2,3,2003 - 2022,2.15,0.006118898376,0.002417382958,0.001413071707,0.407364927914,42696478,8545.85863410871,micro,9.795246480079,urban,urban,0.020077869286,0.298190811846,0.034320546949,0.045113715359,0.056079992409,0.068483174318,0.083247052142,0.101138118744,0.125835589766,0.167513129181
ARM,1996,Armenia,ECA,Europe & Central Asia,income,ILCS,0,1996,2.15,0.14373,0.030539989239,0.008666342944,0.444185809307,3298898,999.075637007397,group,3.482958224773,national,national,0.022959633634,0.352214643671,0.032357089069,0.041861543177,0.051872932928,0.062905966131,0.075751262237,0.091851570973,0.114447299049,0.153778059132
ARM,1999,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.11899413795,0.028327981473,0.009963298145,0.362197242998,3206030,1172.33562339947,micro,3.113157744456,national,national,0.030441493865,0.296244112044,0.045177440502,0.054017480836,0.061943227072,0.071628768181,0.082704833532,0.09662053343,0.115756645736,0.145465464801
ARM,2001,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.139747493762,0.030136789266,0.010191808104,0.353643589726,3133133,1391.49366166695,micro,3.035850679655,national,national,0.031956956022,0.290549440787,0.045404731644,0.054950129081,0.063824262384,0.073175240994,0.083202074871,0.095148355488,0.113337319339,0.14845148939
ARM,2002,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.099666040493,0.021111412493,0.007153839728,0.347796743436,3105037,1520.33895534797,micro,3.127886277038,national,national,0.03337488892,0.289958207809,0.047095046645,0.056050358022,0.064293219314,0.073107911818,0.082873065037,0.095237507835,0.112933675731,0.145076118869
ARM,2003,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.075395174709,0.011541281633,0.003161880456,0.330280868704,3084102,1641.79682773135,micro,3.233774575306,national,national,0.036850178769,0.281953160232,0.049812717025,0.058331510706,0.066138127035,0.074858647913,0.084574520712,0.095672285888,0.11223057433,0.13957827739
ARM,2004,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.053178055283,0.01230439111,0.004484710293,0.375056325361,3065745,1798.62915074421,micro,3.56500848329,national,national,0.030765503911,0.316837370909,0.045093383538,0.053264534467,0.061467297676,0.070132204639,0.079689060095,0.092522850541,0.109448754429,0.140779039795
ARM,2005,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.02629570387,0.006001232169,0.00208074946,0.359923534438,3047246,1974.02469793434,micro,3.868999517944,national,national,0.033347215216,0.307733890519,0.047180786275,0.055359232192,0.062842288753,0.071251981695,0.081024223341,0.092647076135,0.109650826786,0.138962479089
ARM,2006,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.019985935161,0.00322876694,0.000906947166,0.297099847661,3026486,2152.3729340267,micro,4.068864298418,national,national,0.0373184228,0.244485209884,0.051997889662,0.061383033027,0.070082219179,0.079543303351,0.090486483471,0.102488805132,0.118822569642,0.143392063851
ARM,2007,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.015362026096,0.002813544865,0.000955683853,0.312260582589,3004393,2454.910059604,micro,4.348739227778,national,national,0.035137657055,0.251116005246,0.048931258568,0.058900724098,0.069153709183,0.078579251396,0.088493709068,0.101282227624,0.119473970675,0.148931487088
ARM,2008,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.008796942479,0.00189145614,0.000631720252,0.291881417271,2983421,2604.74040252939,micro,4.47965927436,national,national,0.038564273849,0.236738417484,0.052641109413,0.060804488034,0.069920447523,0.079496954558,0.090615232997,0.104154980997,0.120272018564,0.146792076581
ARM,2009,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.012476557322,0.001970875417,0.000487946727,0.280158774016,2964296,2504.45142316674,micro,4.128458831647,national,national,0.03993319895,0.229127304717,0.053822491798,0.063285806304,0.071703963943,0.080772973134,0.09099990726,0.103701505917,0.120450615984,0.146202231994
ARM,2010,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.009514653458,0.001503499293,0.000460758847,0.299925823432,2946293,2615.50592813336,micro,4.110837100716,national,national,0.038912133863,0.250318576006,0.052170218466,0.060713954387,0.069741224067,0.079075616848,0.088598498273,0.100404056815,0.116596135823,0.143469585452
ARM,2011,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.011850709377,0.001864189136,0.000475215907,0.2935294582,2928976,2694.11200268983,micro,4.2408841062,national,national,0.038346391607,0.239564735795,0.052046453898,0.061376994429,0.070665992219,0.079897266766,0.090032420679,0.102408855028,0.119627383323,0.146033506256
ARM,2012,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.008322223493,0.001569495111,0.000515085091,0.296022614259,2914421,2953.45330814112,micro,4.336469972606,national,national,0.037941399782,0.245365111928,0.052000208294,0.061124712756,0.070710766794,0.080107577182,0.090574248566,0.102309643065,0.117900229502,0.141966102132
ARM,2013,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.017382651756,0.003448683744,0.00114826115,0.305796631523,2901385,3017.2915192404,micro,4.448706461106,national,national,0.035656488728,0.246786960037,0.050597542111,0.05980256281,0.0690568985,0.079253785363,0.089870297551,0.102607257812,0.119254083799,0.147114123289
ARM,2014,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.014391430834,0.002208280288,0.000601240614,0.314832906537,2889930,3077.42803930291,micro,4.516536097922,national,national,0.035171949771,0.257424985193,0.04935105795,0.058482591151,0.068140387399,0.078556130416,0.090079471655,0.10188850471,0.117786787424,0.14311813433
ARM,2015,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.011463600683,0.002138460817,0.000739090602,0.323567717962,2878595,2856.50544757256,micro,4.704019625399,national,national,0.033806357191,0.267332207796,0.048414778966,0.057696462838,0.067951917813,0.078136969898,0.089224735625,0.101510099983,0.116418459814,0.139508010076
ARM,2016,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.011079465678,0.001524025406,0.000435949806,0.325479483558,2865835,2811.08445507065,micro,5.005723671481,national,national,0.03266812622,0.252745304034,0.045870383421,0.055160370419,0.065995310176,0.078963546974,0.091466403863,0.105783480429,0.122588696871,0.148758377594
ARM,2017,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.007856545904,0.00133866736,0.000355074413,0.336218373633,2851923,3219.42996275417,micro,4.634912727249,national,national,0.034977182991,0.283685574415,0.048822850652,0.057705961606,0.065947609592,0.074581001683,0.084513695132,0.096101051659,0.113323869176,0.140341203095
ARM,2018,Armenia,ECA,Europe & Central Asia,consumption,ILCS,1,1999 - 2018,2.15,0.013398209264,0.002240027347,0.000571786471,0.344334976829,2836557,3392.41174709071,micro,4.617804247365,national,national,0.032972949122,0.291973018741,0.048075750788,0.057149897126,0.065347442312,0.074136830699,0.084569460099,0.096108727118,0.111720372317,0.137945551679
ARM,2019,Armenia,ECA,Europe & Central Asia,consumption,ILCS,2,2019 - 2022,2.15,0.010300697785,0.001231627058,0.000288480907,0.300312121859,2820602,3804.307518605,micro,4.506994280052,national,national,0.037484798872,0.252329168477,0.051897854994,0.061247531551,0.070744465737,0.080431198929,0.089461598218,0.100935139397,0.115689344565,0.139778899261
ARM,2020,Armenia,ECA,Europe & Central Asia,consumption,ILCS,2,2019 - 2022,2.15,0.003520104979,0.00057361281,0.000155273685,0.251316039294,2805608,3290.29873937996,micro,4.459712921012,national,national,0.043778558082,0.214516580199,0.058508409507,0.067533960062,0.075525657149,0.084471738723,0.093298705044,0.103745756949,0.117896998512,0.140723635772
ARM,2021,Armenia,ECA,Europe & Central Asia,consumption,ILCS,2,2019 - 2022,2.15,0.005235208329,0.00078445846,0.000190529203,0.279401304413,2790974,3398.78267757215,micro,4.520944668822,national,national,0.039663447743,0.235518802164,0.054565933427,0.064451482263,0.073115852613,0.082095000526,0.090916530749,0.101743460178,0.116575127722,0.141354362615
ARM,2022,Armenia,ECA,Europe & Central Asia,consumption,ILCS,2,2019 - 2022,2.15,0.007810782514,0.00090083031,0.000180755945,0.279452946048,2780469,3596.14713683452,micro,4.507836318072,national,national,0.039035506942,0.229925690347,0.052995416688,0.063302101867,0.072906093267,0.082554766887,0.092839121314,0.104542620604,0.119071236108,0.142827445978
AUS,1981,Australia,OHI,Other High Income Countries,income,IHS-LIS,0,1981,2.15,0.00993503048,0.004778268282,0.003189656968,0.313247561486,14923260,17085.1709976995,micro,17.311078869502,national,national,0.028725545369,0.228803954547,0.049310539336,0.060059461922,0.069429691878,0.078599929718,0.090903512897,0.106932480541,0.127858650175,0.159376233618
